Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2023","2023","%","81.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2022","2022","%","73.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2022","2022","%","72.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2022","2022","%","75","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2023","2023","%","74.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2023","2023","%","73.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2023","2023","%","75.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","75.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","74.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","76.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","75.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","74.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","77","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2022","2022","%","76","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2022","2022","%","75","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2022","2022","%","77.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2023","2023","%","76.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2023","2023","%","75.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2023","2023","%","77.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","76.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","75.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","77.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","77.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","76.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","78.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2022","2022","%","76.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2022","2022","%","75.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2022","2022","%","77.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2023","2023","%","77.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2023","2023","%","76.2","E","Estimated value",""
